match_type,pattern,country_iso,city,county
variety,Black Pearl,IN,,
variety,Black Pepper,IN,,
variety,Black Phu Yen,VN,,
variety,Black Pingtan,CN,,
variety,Black Piranshahr,IR,,
variety,Black Prince Gabbro,UA,,
variety,Black Rwanda,RW,,
variety,Black San Marcos,BR,,
variety,Black Savannah,BR,,
variety,Black Silk,BR,,
variety,Black Sky,IN,,
variety,Black Snow Flake Diabase,US,,
variety,Black Song Hinh,VN,,
variety,Black Spot,ID,,
variety,Black Stellaris,BR,,
variety,Black Stripe,BR,,
variety,Black Taiwan,TW,,
variety,Black Taurus,BR,,
variety,Black Tear,BR,,
variety,Black Thunder,BR,,
variety,Black Ultimate,IN,,
variety,Black Vegas,BR,,
variety,Black Wave,BR,,
variety,Black-White Grain,CN,,
variety,Black Yanshan,CN,,
variety,Black Yimeng,CN,,
variety,Black Yinan,CN,,
variety,Black Yubao,CN,,
variety,Black Yulong,CN,,
variety,Black Yunnan,CN,,
variety,Black Zhangpu,CN,,
variety,Blackout,BR,,
variety,Blacksod,IE,,
variety,Blanc Du Blanc,BR,,
variety,Blanco Albuquerque,ES,,
variety,Blanco Alicante,BR,,
variety,Blanco Amanecer,ES,,
variety,Blanco Artico,ES,,
variety,Blanco Atlantico,PT,,
variety,Blanco Berrocal,ES,,
variety,Blanco Boveda,ES,,
variety,Blanco Estrella,ES,,
variety,Blanco Fantasia,ES,,
variety,Blanco Gabrielle,BR,,
variety,Blanco Galia,ES,,
variety,Blanco Leblon,BR,,
variety,Blanco Lima,ES,,
variety,Blanco Malpartida,ES,,
variety,Blanco Mara,AR,,
variety,Blanco Mera,ES,,
variety,Blanco Minho,PT,,
variety,Blanco Nacar,ES,,
variety,Blanco Nieve,ES,,
variety,Blanco Rafaela,ES,,
variety,Blanco Real,ES,,
variety,Blanco Regraex,ES,,
variety,Blanco San Marcos,AR,,
variety,Blanco San Martino,PT,,
variety,Blanco Sayago,ES,,
variety,Blanco Sierra,BR,,
variety,Blanco Sisan,ES,,
variety,Blanco Toledo,ES,,
variety,Blanco Tulum,BR,,
variety,Blanco Valle,ES,,
variety,Blanquino,ES,,
variety,Blatna,CZ,,
variety,Blauenthal,DE,,
variety,Blazing Black,FI,,
variety,Blizzard,BR,,
variety,Blooz Pink,IR,,
variety,Blue Acquarius,BR,,
variety,Blue Alaska,BR,,
variety,Blue Bahia,BR,,
variety,Blue Barracuda,BR,,
variety,Blue Bay,BR,,
variety,Blue Bono,BR,,
variety,Blue Dunes,IN,,
variety,Blue Eagle,BR,,
variety,Blue Fire,BR,,
variety,Blue Fusion,IN,,
variety,Blue Garden,BR,,
variety,Blue Gold,BR,,
variety,Blue Grain,CN,,
variety,Blue in the Night,AO,,
variety,Blue Jaguar,BR,,
variety,Blue Jeans,PK,,
variety,Blue King,ZM,,
variety,Blue Kunlun,CN,,
variety,Blue Labradorite,RU,,
variety,Blue Leopard,CN,,
variety,Blue Martinica,BR,,
variety,Blue Palladium,BR,,
variety,Blue Peacock,BR,,
variety,Blue Persa,BR,,
variety,Blue Plum,CN,,
variety,Blue Ridge,US,,
variety,Blue Silk Diamond,CN,,
variety,Blue Sky China,CN,,
variety,Blue Snake,BR,,
variety,Blue Sodalite,BR,,
variety,Blue Sucuri,BR,,
variety,Blue Thoria,IN,,
variety,Blues Gabbro,UA,,
variety,Bluette,BR,,
variety,Boafall,SE,,
variety,Bobai Black,CN,,
variety,Bodafors,SE,,
variety,Bogenes,NO,,
variety,Boguslavsky,UA,,
variety,Bohemian Gray,BR,,
variety,Bohus Grey,SE,,
variety,Bohus Silver,SE,,
variety,Boltyshevsky,UA,,
variety,Bon Accord,ZA,,
variety,Bon Red,IN,,
variety,Bonaccord Black,SE,,
variety,Bonanza Gold,IN,,
variety,Bordeaux Bahia,BR,,
variety,Bordeaux Cabernet,BR,,
variety,Bordeaux Fuji,BR,,
variety,Bordeaux Imperial,BR,,
variety,Bordeaux Montana,BR,,
variety,Bordeaux Ruby,BR,,
variety,Bordeaux Salmon,BR,,
variety,Bordeaux Terracota,BR,,
variety,Borena Hora,CZ,,
variety,Borowskie,PL,,
variety,Borujerd White,IR,,
variety,Bozi Dar,CZ,,
variety,Braennhult,SE,,
variety,Branco Acqualux,BR,,
variety,Branco Aguiar,PT,,
variety,Branco Almeida,PT,,
variety,Branco Caravela,PT,,
variety,Branco Catarina,BR,,
variety,Branco Coral,IN,,
variety,Branco Cristal,SA,,
variety,Branco De Candoso,PT,,
variety,Branco Dunas,BR,,
variety,Branco Equador,BR,,
variety,Branco Grego,BR,,
variety,Branco Gris,CN,,
variety,Branco Imaculada,BR,,
variety,Branco Ipanema,BR,,
variety,Branco Itaunas,IN,,
variety,Branco Marfim,BR,,
variety,Branco Nevasca,BR,,
variety,Branco Paris,BR,,
variety,Branco Perola,PT,,
variety,Branco Piracema,BR,,
variety,Branco Portinari,BR,,
variety,Branco Sabina,PT,,
variety,Branco Serenata,BR,,
variety,Branco Verona,BR,,
variety,Brasiliano,BR,,
variety,Brass Blue,BR,,
variety,Brazil Absolute Black,BR,,
variety,Brazil Blue Night,BR,,
variety,Brazil Brown,IR,,
variety,Brazil Ivory,BR,,
variety,Brazil Multicolor,BR,,
variety,Brazil Rainbow,BR,,
variety,Brazil White Wave,BR,,
variety,Brazilian Diamond,BR,,
variety,Brazilian Dream,BR,,
variety,Breccia Montana,BR,,
variety,Brilliant White,CN,,
variety,Brisbane Beige,AU,,
variety,Bristol Black,US,,
variety,Brixner,IT,,
variety,Broby,SE,,
variety,Bronze Falcon,BR,,
variety,Bronzite,BR,,
variety,Bronzo,BR,,
variety,Brown Bear,RU,,
variety,Brown Beauty,BR,,
variety,Brown Canyon,BR,,
variety,Brown Diamond,CN,,
variety,Brown Dunes,BR,,
variety,Brown Eyes,CA,,
variety,Brown Fb,BR,,
variety,Brown Galaxy,BR,,
variety,Brown Keshan,CN,,
variety,Brown Nut,UA,,
variety,Brown Oak,CA,,
variety,Brown Qussair,EG,,
variety,Brown Rose,IN,,
variety,Brown Star,IT,,
variety,Brown Suede,BR,,
variety,Brown Timiris,MR,,
variety,Brown Ukraine,UA,,
variety,Brownhill,FI,,
variety,Brunello,BR,,
variety,Brunet Brown Grain,CN,,
variety,Bruno Red,IN,,
variety,Buchara Grey,UZ,,
variety,Bukivske,UA,,
variety,Bukovik,RS,,
variety,Bundela Red,IN,,
variety,Burgandy Blue,BR,,
variety,Burgundy Rose,BR,,
variety,Burlwood,BR,,
variety,Butterfly Blue,CN,,
variety,Butterfly Love Golden Flower,BR,,
variety,Buxy Bayada,CN,,
variety,Cabana,BR,,
variety,Cabernet Brown,BR,,
variety,Cabugi Black,BR,,
variety,Cacao,BR,,
variety,Cacau Bahia,BR,,
variety,Cactus Boreal,BR,,
variety,Caesar White,US,,
variety,Cafe Boreal,BR,,
variety,Cafe Brown,BR,,
variety,Cafe Creme,BR,,
variety,Cafe Platino,IN,,
variety,Cafe Rio,BR,,
variety,Caffe Bruno,BR,,
variety,Caggiano Gold,CN,,
variety,Cairo,BR,,
variety,Caisara,BR,,
variety,Calca Red,AU,,
variety,Caliber Red,IN,,
variety,Calico,BR,,
variety,California Brown,BR,,
variety,California Green,US,,
variety,California Red Dragon,CN,,
variety,California White,CN,,
variety,Calvi Grand Melange,FR,,
variety,Calvi Petit Melange,FR,,
variety,Cambridge White,NA,,
variety,Camel Brown,IN,,
variety,Camelia White,US,,
variety,Camellia Red,US,,
variety,Campascio,CH,,
variety,Can Can,BR,,
variety,Canadian Black,CA,,
variety,Canadian Red,CA,,
variety,Canadian Violetta,CA,,
variety,Cano Red,CN,,
variety,Cap Star,ZA,,
variety,Capao Bonito,BR,,
variety,Cape Brown,ZA,,
variety,Cape Neddick,US,,
variety,Cape Rustenburg,ZA,,
variety,Cape White,BR,,
variety,Capella,CN,,
variety,Capo Blanco,BR,,
variety,Capolavoro,BR,,
variety,Cappadocia,BR,,
variety,Cappuccino,BR,,
variety,Capri Pink,BR,,
variety,Capricho White,MX,,
variety,Capricorn,ZA,,
variety,Capuccino Brown,BR,,
variety,Carajas,BR,,
variety,Caramel Fantastico,BR,,
variety,Caramel Macchiatto,BR,,
variety,Caramel Pink,UY,,
variety,Caramel Taupe,BR,,
variety,Caramellato,BR,,
variety,Caramelo Ornamental,BR,,
variety,Cardinal Grey,UA,,
variety,Cardinal Purple,CI,,
variety,Caribbean Green,BR,,
variety,Carioca Brown,BR,,
variety,Carmel Brown,BR,,
variety,Carmello,BR,,
variety,Carnaval,BR,,
variety,Carnival Brown,UA,,
variety,Carolina Summer,BR,,
variety,Carpazi,UA,,
variety,Carpe Diem,BR,,
variety,Cartier,BR,,
variety,Cartus White,IN,,
variety,Carybe,BR,,
variety,Cascade Coral,CA,,
variety,Casper White,IN,,
variety,Caspian White,IN,,
variety,Castle Grey,CN,,
variety,Castor Blue,BR,,
variety,Cathedral,BR,,
variety,Cats Eye Brown,IN,,
variety,Cavalete,BR,,
variety,Cavalete Black,BR,,
variety,Cavalete White,BR,,
variety,Caviale Nero,UA,,
variety,Cd Pantheon,BR,,
variety,Ceanitus,BR,,
variety,Ceara White,BR,,
variety,Cedar Rose,US,,
variety,Celestial Green,IN,,
variety,Celina Grey,US,,
variety,Centaurus,BR,,
variety,Century Ice,CN,,
variety,Century Jute,CN,,
variety,Century Platinum,CN,,
variety,Century Red,CN,,
variety,Cera Grey,IN,,
variety,Chalet,BR,,
variety,Challawa Pink,NG,,
variety,Champagne Gold,IN,,
variety,Champagne Green,CN,,
variety,Champlain,US,,
variety,Chamrajnagar Black,IN,,
variety,Chandler Bay,GB,,
variety,Chandna White,IN,,
variety,Changle Red,CN,,
variety,Changning Red,CN,,
variety,Chaozhou Red,CN,,
variety,Charcoal Black,IN,,
variety,Chardonnay,BR,,
variety,Chariot Blue,IN,,
variety,Charley Brown,US,,
variety,Charm Blue Blackish Green,NG,,
variety,Chateau,BR,,
variety,Chateaux Persa,BR,,
variety,Cheema Blue,IN,,
variety,Cheer White,CN,,
variety,Cheetah Brown,IN,,
variety,Chelmsford Gray,US,,
variety,Chengde Green,ZA,,
variety,Chenshan White,CN,,
variety,Cherkas Green,UA,,
variety,Chernomorec,BG,,
variety,Cherry Brown,IN,,
variety,Cherry Chocolate,BR,,
variety,Chestnut Blue,FI,,
variety,Cheyenne,BR,,
variety,Chief White Diamond,CN,,
variety,Chifeng Moyu,CN,,
variety,Chiffon White,IN,,
variety,Chikoo Pearl,IN,,
variety,China Apple Green,CN,,
variety,China Aurora,CN,,
variety,China Balmoral,CN,,
variety,China Coral Green,CN,,
variety,China Deer Brown,CN,,
variety,China Desert Brown,CN,,
variety,China Galaxy White,CN,,
variety,China Georgia Gray,CN,,
variety,China Giallo Fiorito,CN,,
variety,China Golden,CA,,
variety,China Mountain Red,CN,,
variety,China Multicolor Red,CN,,
variety,China Pacific Blue,CN,,
variety,China Pink Porino,CN,,
variety,China Silver White,CN,,
variety,China Star White,CN,,
variety,China Titanium,CN,,
variety,China Veneziano,CN,,
variety,Chinese Balmoral Black,CN,,
variety,Chinese Balmoral Red,CN,,
variety,Chinese Cafe Bahia,CN,,
variety,Chinese Inada,CN,,
variety,Chinese Mahogany,CN,,
variety,Chintamani Grey,IN,,
variety,Chittoor Paradiso,IN,,
variety,Chlum,CZ,,
variety,Chocolate River,BR,,
variety,Chocolate Zanjan,IR,,
variety,Chom Poo Nhong Bua,TH,,
variety,Chovnovsky,UA,,
variety,Christmas Bush,AU,,
variety,Chronos,BR,,
variety,Chrysanthemum Green,CN,,
variety,Chrysanthemum Red,CN,,
variety,Cianitus,BR,,
variety,Cibaca Pink,IN,,
variety,Cielo De Ivory,IN,,
variety,Cielo De Oro,BR,,
variety,Cierny Balog,SK,,
variety,Cinderella,BR,,
variety,Cinnamon,BR,,
variety,Cinza Alpalhao,PT,,
variety,Cinza Alpendurada,PT,,
variety,Cinza Caraculo,AO,,
variety,Cinza Castro,PT,,
variety,Cinza Corumbá,BR,,
variety,Cinza Corumbazinho,BR,,
variety,Cinza Lapa,PT,,
variety,Cinza Maua,BR,,
variety,Cinza Moirinte,PT,,
variety,Cinza Montemuro,PT,,
variety,Cinza Nobre,BR,,
variety,Cinza Penalva,PT,,
variety,Cinza Pinhel,PT,,
variety,Cinza Tropical,BR,,
variety,Cinzento Antas,PT,,
variety,Cinzento Ariz,PT,,
variety,Cinzento De Favaco,PT,,
variety,Cinzento De Satao,PT,,
variety,Cinzento Monchique,PT,,
variety,Cinzento St. Eulalia,PT,,
variety,Citrus,BR,,
variety,Classic Black,IN,,
variety,Classic Brown,CN,,
variety,Cloud Flower,CN,,
variety,Cloud Silk Grey,CN,,
variety,Cloud Vein,VN,,
variety,Cloudy Moon,IN,,
variety,Coarse Grain White,CN,,
variety,Cobalt Blue,BR,,
variety,Cobra,BR,,
variety,Cobra Black,IN,,
variety,Cobra Green,BR,,
variety,Cocktail Green,IN,,
variety,Cocoa Grey Grain,CN,,
variety,Coin Black,IN,,
variety,Cold Mountain,BR,,
variety,Colibri,BR,,
variety,Coliseu,BR,,
variety,Coliseum,BR,,
variety,Collina,BR,,
variety,Colonial,BR,,
variety,Colonial Blue,IN,,
variety,Colonial Bordeaux,BR,,
variety,Colonial Pearl,LK,,
variety,Colonial Persa,BR,,
variety,Colonial White - M,IN,,
variety,Colorado Gold,BR,,
variety,Colorado River,BR,,
variety,Colorado Rose Red,US,,
variety,Colossal White,BR,,
variety,Columbia Pink,US,,
variety,Comet,BR,,
variety,Confucius Grey,CN,,
variety,Congo Black,BR,,
variety,Connemara,IE,,
variety,Constantine,BR,,
variety,Copacabana,BR,,
variety,Copenhagen,BR,,
variety,Copper Canyon,BR,,
variety,Copper Gold,BR,,
variety,Copper Rose,CN,,
variety,Copper Silk Beige,IN,,
variety,Copper Taupe,BR,,
variety,Coral,ES,,
variety,Coral Brown,BR,,
variety,Coral Green Neimenggu,CN,,
variety,Coral Red,FI,,
variety,Coral Reef,BR,,
variety,Coral Spring,BR,,
variety,Corcovado Branco,BR,,
variety,Cordoba Cream,BR,,
variety,Corn Red,CN,,
variety,Coromandel,NZ,,
variety,Corona Pink,IN,,
variety,Corrennie,GB,,
variety,Cortina White,BR,,
variety,Cosmic Blue,BR,,
variety,Cosmic White,IN,,
variety,Cosmos Green,BR,,
variety,Costa Dakota,IN,,
variety,Costa Dorada,BR,,
variety,Costa Esmeralda,BR,,
variety,Costa Green,IN,,
variety,Costa Playo,BR,,
variety,Costa Queimada,PT,,
variety,Costa Smerelda,BR,,
variety,Costarica,BR,,
variety,Cotton Motion,BR,,
variety,Cougan Green,BR,,
variety,Coup Du Soleil,FR,,
variety,Cowra Blue,AU,,
variety,Crazy Horse,BR,,
variety,Cream,BR,,
variety,Cream Cashmere,IN,,
variety,Cream Flakes,BR,,
variety,Cream Orumieh,IR,,
variety,Cream Violet,BR,,
variety,Crema Amelia,IN,,
variety,Crema Antartida,BR,,
variety,Crema Astoria,BR,,
variety,Crema Atlantico,ES,,
variety,Crema Bahia,BR,,
variety,Crema Blandus,IN,,
variety,Crema Botanic,BR,,
variety,Crema Brazil,BR,,
variety,Crema Champan,ES,,
variety,Crema Chianti,BR,,
variety,Crema Julia,ES,,
variety,Crema Lal,TR,,
variety,Crema Macieira,PT,,
variety,Crema Mara,BR,,
variety,Crema Montana,BR,,
variety,Crema Perlato,BR,,
variety,Crema Persa,BR,,
variety,Crema Pink,CN,,
variety,Crema Romano,BR,,
variety,Crema Sabbia,IT,,
variety,Crema Taupe,BR,,
variety,Crema Terra,PT,,
variety,Crema Typhoon,BR,,
variety,Crema Valdemanco,ES,,
variety,Crema Valentino,IN,,
variety,Crema Venato,BR,,
variety,Creme Beach,BR,,
variety,Creme Marfim,BR,,
variety,Crepuscolo,BR,,
variety,Cresciano,CH,,
variety,Cristalino Classico,BR,,
variety,Cristalino Gold,BR,,
variety,Cronus,BR,,
variety,Crown Red,CN,,
variety,Cyan Angola,AO,,
variety,Cyan Yinan,CN,,
variety,Da Vinci Brown,CN,,
variety,Dahlia White,BR,,
variety,Daidai Red,CN,,
variety,Daisy Blue,IN,,
variety,Dak Song White,VN,,
variety,Dakota Blue,BR,,
variety,Dakota Crazy Horse,US,,
variety,Dakota Rose,US,,
variety,Dalian G603,CN,,
variety,Dallas Pink,BR,,
variety,Dallas White,BR,,
variety,Damghan,IR,,
variety,Danube,BR,,
variety,Danxia Red,CN,,
variety,Danyang Red,CN,,
variety,Dark Coral Green,BR,,
variety,Dark Green,IR,,
variety,Dark Green Diamond,CN,,
variety,Dark Green Gold Sand,CN,,
variety,Dark Green Purple,CN,,
variety,Dark Grey,VN,,
variety,Dark Mist,BR,,
variety,Dark Moon,BR,,
variety,Dark Steel,CA,,
variety,Darwin Brown,AU,,
variety,Deccan Red,IN,,
variety,Deep Grey Grain,NG,,
variety,Deer Isle,US,,
variety,Del Mare,BR,,
variety,Delicatus,BR,,
variety,Delicatus Brown,BR,,
variety,Delicatus Cream,BR,,
variety,Delicatus Splendor,BR,,
variety,Delirium,BR,,
variety,Delta Diamond,BR,,
variety,Desert Black,IN,,
variety,Desert Cream,IN,,
variety,Desert Dream,BR,,
variety,Desert Pearl,BR,,
variety,Desert Rose,CN,,
variety,Desert Storm Gold,BR,,
variety,Desert Wave,IN,,
variety,Desert White,BR,,
variety,Designer Brown,IN,,
variety,Develi Yaylak,TR,,
variety,Dhanpura Black,IN,,
variety,Di Capri,BR,,
variety,Diabas Omenje,NA,,
variety,Diamante Negro,BR,,
variety,Diamond Gold,CN,,
variety,Diamond Like Flowers,CN,,
variety,Diamond Pearl,US,,
variety,Diamond Pink Neimenggu,CN,,
variety,Diamond Red Huian,CN,,
variety,Diamond Rose,CN,,
variety,Diana Green,IN,,
variety,Diorite Del Piemonte,IT,,
variety,Diorite Di Traversella,IT,,
variety,Diorite Viupabra,IT,,
variety,Diyadin,TR,,
variety,Dmytrit,UA,,
variety,Dolni Brezinka,CZ,,
variety,Dolphin,TR,,
variety,Dona Grey,IN,,
variety,Donegal,IE,,
variety,Donegal Salmon,IE,,
variety,Doratus,BR,,
variety,Dove Red,CN,,
variety,Downy Red,CN,,
variety,Dragon Fireworks,CN,,
variety,Dragon Spring Red,CN,,
variety,Dragon Squama Green,CN,,
variety,Drana Multicolor Purple,CN,,
variety,Dream Green,CN,,
variety,Dream Nebula,CN,,
variety,Dream Sapphire,BR,,
variety,Dreamlike Brown,CN,,
variety,Dreamlike Rose,CN,,
variety,Drenovci,HR,,
variety,Driftwood,US,,
variety,Dubai,BR,,
variety,Duke White,IT,,
variety,Dunhuang Red,CN,,
variety,Dyed Red,CN,,
variety,Dzhil Tau,KZ,,
variety,Eagle Red,FI,,
variety,Eagle White,BR,,
variety,Earth Glitter,CA,,
variety,East River,BR,,
variety,Ebony Green,IN,,
variety,Eco Gold,BR,,
variety,Egypt Fantastic White,EG,,
variety,Eitzing,DE,,
variety,Ekachai Blue,TH,,
variety,El Grove,ES,,
variety,El Madrono Diabase,ES,,
variety,El Shayeb Assuan,EG,,
variety,Elegant Gray,BR,,
variety,Elegant White,BR,,
variety,Eliza Red,NG,,
variety,Elvas Green,PT,,
variety,Emerald Champagne,CN,,
variety,Emiclassic,AU,,
variety,Emperador Palace,CN,,
variety,Emperor Red,CN,,
variety,Empire Grey,CN,,
variety,Emporio White,ES,,
variety,Enchanted Forest,BR,,
variety,Endless Mountain,BR,,
variety,English Brown,IN,,
variety,English Teak,IN,,
variety,Englishmans Bay,US,,
variety,Enigma Black,BR,,
variety,Epprechtstein,DE,,
variety,Esko Brown,FI,,
variety,Espresso,BR,,
variety,Estuary Black,ZA,,
variety,Evening Warsaw,UA,,
variety,Ever Bright,CN,,
variety,Ever Green,CN,,
variety,Everest,BR,,
variety,Evora P2,PT,,
variety,Evora P4,PT,,
variety,Excalibur,BR,,
variety,Exodus White,BR,,
variety,Exotic Diamond,BR,,
variety,Exotic Gold,BR,,
variety,Exotic Oriental,BR,,
variety,Exotic Red,IN,,
variety,Exotic White,IN,,
variety,Explosion Black,BR,,
variety,Explosion Lime,BR,,
variety,Extreme Blue,ES,,
variety,Eystrahorn Gabbro,IS,,
variety,Ezine Grey,TR,,
variety,Fah Nam Dip,TH,,
variety,Fah Panom,TH,,
variety,Falkenberg,SE,,
variety,Fangshan Snow White,CN,,
variety,Fanon Green,BR,,
variety,Fantastic Black Waves,EG,,
variety,Fantastic Marbrasa,BR,,
variety,Fantastico Branco,BR,,
variety,Fantasy Brown,AO,,
variety,Fantasy Rainforest,CN,,
variety,Fantasy Spary,CN,,
variety,Fascination,BR,,
variety,Fashion Green,BR,,
variety,Faultage White,PT,,
variety,Feldispatus,BR,,
variety,Feldspar Gold,BR,,
variety,Feldspar White,BR,,
variety,Feldspato Bianco,BR,,
variety,Feldspato Diamante,BR,,
variety,Fengkai Flower,CN,,
variety,Fengzhen Black,CN,,
variety,Fenix Gold,BR,,
variety,Ferreira Do Alentejo,PT,,
variety,Fiesta Gold,BR,,
variety,Fily,SA,,
variety,Finnish Koral,FI,,
variety,Finnish Teak,FI,,
variety,Finnmarkit,NO,,
variety,Fior De Cactus,IN,,
variety,Fire Bordeaux,BR,,
variety,Firoozeh,IR,,
variety,Fish Belly,IN,,
variety,Fjord,NO,,
variety,Flake Brown,IN,,
variety,Flame Creek,FI,,
variety,Flamenco,FI,,
variety,Flexibly Asterion,CN,,
variety,Flint Grey,IN,,
variety,Flisa,NO,,
variety,Florence,BR,,
variety,Flower,CN,,
variety,Focus,BR,,
variety,Fogang Blue,CN,,
variety,Foglia Seca,BR,,
variety,Fontaine Green,ZA,,
variety,Fontell Red,FI,,
variety,Forest Grey,ID,,
variety,Forest White,BR,,
variety,Forsan Red,EG,,
variety,Fortune Brown,IN,,
variety,Fortune Cream,CN,,
variety,Fortune Green,IN,,
variety,Fosen Gra,NO,,
variety,Four Season Green,CN,,
variety,Fox Brown,FI,,
variety,Fragrant Red,CN,,
variety,Frappuccino,BR,,
variety,French Brown,IN,,
variety,French White,IN,,
variety,Freshwater Acadia,US,,
variety,Freshwater Pearl,US,,
variety,Frisk Red,CN,,
variety,Frost White,BR,,
variety,Frozen White,BR,,
variety,Fuerstenstein,DE,,
variety,Fujian Black,CN,,
variety,Fujian Brown Pearl,CN,,
variety,Fujian Golden Leaf,CN,,
variety,Fujian Pearl White,CN,,
variety,Funil Red,BR,,
variety,Furong Red,CN,,
variety,Fushou Red,CN,,
variety,Fusion,IN,,
variety,Fusion Gold,IN,,
variety,Fusion White,IN,,
variety,G004,CN,,
variety,G029,CN,,
variety,G030,CN,,
variety,G032,CN,,
variety,G037,CN,,
variety,G050,CN,,
variety,G061,CN,,
variety,G10,IN,,
variety,G300,CN,,
variety,G301,CN,,
variety,G304,CN,,
variety,G308,CN,,
variety,G312,CN,,
variety,G333,CN,,
variety,G346,CN,,
variety,G3536,CN,,
variety,G354,CN,,
variety,G355,CN,,
variety,G356,CN,,
variety,G358,CN,,
variety,G3587,CN,,
variety,G359,CN,,
variety,G360,CN,,
variety,G364,CN,,
variety,G370,CN,,
variety,G375,CN,,
variety,G376,CN,,
variety,G380,CN,,
variety,G381,CN,,
variety,G384,CN,,
variety,G389,CN,,
variety,G390,CN,,
variety,G394,CN,,
variety,G398,CN,,
variety,G399,CN,,
variety,G400,CN,,
variety,G402,CN,,
variety,G425,CN,,
variety,G428,CN,,
variety,G435,CN,,
variety,G452,CN,,
variety,G592,CN,,
variety,G602,CN,,
variety,G604,CN,,
variety,G605,CN,,
variety,G606,CN,,
variety,G608,CN,,
variety,G610,CN,,
variety,G611,CN,,
variety,G613,CN,,
variety,G618,CN,,
variety,G622,CN,,
variety,G628,CN,,
variety,G632,CN,,
variety,G639,CN,,
variety,G646,CN,,
variety,G650,CN,,
variety,G651,CN,,
variety,G658,CN,,
variety,G660,CN,,
variety,G663,CN,,
variety,G668,CN,,
variety,G679,CN,,
variety,G680,CN,,
variety,G683,CN,,
variety,G685,CN,,
variety,G687,CN,,
variety,G688,CN,,
variety,G693,CN,,
variety,G694,CN,,
variety,G696,CN,,
variety,G697,CN,,
variety,G699,CN,,
variety,G701,CN,,
variety,G702,CN,,
variety,G706,CN,,
variety,G712,CN,,
variety,G716,CN,,
variety,G722,CN,,
variety,G723,CN,,
variety,G725,CN,,
variety,G726,CN,,
variety,G727,CN,,
variety,G729,CN,,
variety,G730,CN,,
variety,G732,CN,,
variety,G733,CN,,
variety,G740,CN,,
